doc_id,token,pos
5,통하다,VV
5,아티스트,NNG
5,편중,NNG
5,현상,NNG
5,조명하다,VV
5,이후,NNG
5,신진,NNG
5,예술인,NNG
5,실태,NNG
5,조사,NNG
5,따르다,VV
5,예술,NNG
5,활동,NNG
5,단절,NNG
5,사례,NNG
5,분석,NNG
5,통하다,VV
5,정책,NNG
5,개선,NNG
5,요구,NNG
5,대안,NNG
5,정책,NNG
5,마련,NNG
5,필요,NNG
5,제시하다,VV
5,연구,NNG
5,통하다,VV
5,기술,NNG
5,발전,NNG
5,따르다,VV
5,음반,NNG
5,유통,NNG
5,변화,NNG
5,케이팝,NNG
5,아이돌,NNG
5,피지컬,NNG
5,앨범,NNG
5,랜덤,NNG
5,포토,NNG
5,카드,NNG
5,팬싸인회,NNP
5,응모권,NNG
5,부가,NNG
5,상품,NNG
5,결합하다,VV
5,유통,NNG
5,앨범,NNG
5,구성,NNG
5,설명,NNG
5,미,NNP
5,제공,NNG
5,문제,NNG
5,음반,NNG
5,소비,NNG
5,문제,NNG
5,대하다,VV
5,대책,NNG
5,마련,NNG
5,확인하다,VV
5,있다,VA
5,케이팝,NNG
5,음반,NNG
5,유통,NNG
5,과정,NNG
5,인하다,VV
5,아이돌,NNG
5,편중,NNG
5,현상,NNG
5,심화,NNG
5,확인하다,VV
5,있다,VA
5,예술,NNG
5,활동,NNG
5,경력,NNG
5,단절,NNG
5,경험,NNG
5,수치,NNG
5,높다,VA
5,집계,NNG
5,예술,NNG
5,실태,NNG
5,조사,NNG
5,근거,NNG
5,국내,NNG
5,음반,NNG
5,시장,NNG
5,케이팝,NNG
5,아이돌,NNG
5,편중,NNG
5,따르다,VV
5,주류,NNG
5,음악,NNG
5,아티스트,NNG
5,유통,NNG
5,홍보,NNG
5,콘텐츠,NNG
5,예술,NNG
5,활동,NNG
5,환경,NNG
5,변화,NNG
5,개선책,NNG
5,마련,NNG
5,확인하다,VV
5,있다,VA
5,연구,NNG
5,케이팝,NNG
5,아이돌,NNG
5,산업,NNG
5,치중,NNG
5,국내,NNG
5,음악,NNG
5,시장,NNG
5,문제점,NNG
5,지적하다,VV
5,대중,NNG
5,음악,NNG
5,예술인,NNG
5,활동,NNG
5,환경,NNG
5,조성,NNG
5,도움,NNG
5,되다,VV
5,있다,VA
5,정책,NNG
5,제안,NNG
5,근거,NNG
5,자료,NNG
5,쓰다,VV
5,의의,NNG
5,지니다,VV
13,묘,NNG
13,장,NNG
13,출토,NNG
13,간,NNG
13,독,NNG
13,문서,NNG
13,자료,NNG
13,지하,NNG
13,세계,NNG
13,보내다,VV
13,문서,NNG
13,계류,NNG
13,문서,NNG
13,각종,NNG
13,집부,NNG
13,요구부,NNG
13,원부,NNG
13,호구,NNG
13,명부,NNG
13,도적,NNG
13,명부,NNG
13,포함하다,VV
13,고지서,NNG
13,의물소,NNP
13,부건,NNP
13,문서,NNG
13,현실,NNG
13,세계,NNG
13,상계,NNG
13,계해류,NNG
13,공문서,NNG
13,범주,NNG
13,유사,NNG
13,군국,NNG
13,중앙,NNG
13,제출하다,VV
13,공문서,NNG
13,묘주,NNP
13,지하,NNG
13,주인,NNG
13,제출하다,VV
13,문서,NNG
13,현재,NNG
13,계류,NNG
13,가다,VV
13,독,NNG
13,문서,NNG
13,부장,NNG
13,한,NNG
13,묘,NNG
13,장,NNG
13,있다,VV
13,부장,NNG
13,문서,NNG
13,묘주,NNG
13,신분,NNG
13,일치하다,VV
13,기,NNG
13,부장,NNG
13,계류,NNG
13,가다,VV
13,독,NNG
13,문서,NNG
13,묘주,NNG
13,신분,NNG
13,높다,VA
13,전자,NNG
13,사람,NNG
13,명계,NNG
13,생전,NNG
13,계속하다,VV
13,지역,NNG
13,다스리다,VV
13,부귀,NNG
13,누리다,VV
13,바라다,VV
13,반영하다,VV
13,후자,NNG
13,묘주,NNP
13,지하,NNG
13,세계,NNG
13,현세,NNG
13,풍족하다,VA
13,귀하다,VA
13,삶,NNG
13,살다,VV
13,바라다,VV
13,소망,NNG
13,나타내다,VV
13,부장,NNG
13,계류,NNG
13,문서,NNG
13,병부,NNG
13,특별,NNG
13,문서,NNG
13,있다,VV
13,문서,NNG
13,기록,NNG
13,병거기,NNG
13,종류,NNG
13,수량,NNG
13,지금,NNG
13,전례,NNG
13,없다,VA
13,전국,NNG
13,시대,NNG
13,묘,NNG
13,장,NNG
13,견책,NNG
13,기록,NNG
13,병기,NNG
13,거마기,NNG
13,비교하다,VV
13,고병부,NNP
13,초나라,NNP
13,예제,NNG
13,풍속,NNG
13,유물,NNG
13,보이다,VV
13,간,NNG
13,계류,NNG
13,문서,NNG
13,묘주,NNG
13,현세,NNG
13,세계,NNG
13,신분,NNG
13,지위,NNG
13,증명하다,VV
13,위하다,VV
13,묘,NNG
13,장,NNG
13,출토,NNG
13,계류,NNG
13,문서,NNG
13,성격,NNG
13,명계,NNG
13,문서,NNG
13,속하다,VV
13,문서,NNG
13,완벽,NNG
13,필사,NNG
13,데이터,NNG
13,정확,NNG
13,있다,VA
13,준비,NNG
13,정성,NNG
13,있다,VA
13,필사하다,VV
13,때,NNG
13,근거,NNG
13,있다,VV
13,사료,NNG
13,가치,NNG
13,무시하다,VV
13,없다,VA
26,근대,NNG
26,중국,NNP
26,사회,NNG
26,서양,NNG
26,박물학,NNP
26,도입,NNG
26,발전,NNG
26,처음,NNG
26,중국,NNP
26,민족주의,NNG
26,발흥,NNG
26,맞물리다,VV
26,근대,NNG
26,중국,NNP
26,박물학,NNP
26,관하다,VV
26,기존,NNG
26,많다,VA
26,연구,NNG
26,민족주의,NNG
26,편향,NNG
26,단일,NNG
26,서사,NNG
26,국한,NNG
26,일부,NNG
26,연구,NNG
26,접근법,NNG
26,제시하다,VV
26,본고,NNG
26,기존,NNG
26,연구,NNG
26,대하다,VV
26,비판,NNG
26,검토,NNG
26,바탕,NNG
26,민족주의,NNG
26,배경,NNG
26,속,NNG
26,근대,NNG
26,중국,NNP
26,박물학,NNP
26,발전,NNG
26,맥락,NNG
26,살펴보다,VV
26,근대,NNG
26,중국,NNP
26,박물학,NNP
26,민족주의,NNG
26,성격,NNG
26,이해하다,VV
26,방식,NNG
26,다음,NNG
26,같다,VA
26,측면,NNG
26,파악하다,VV
26,민족,NNG
26,위기,NNG
26,극복,NNG
26,근대,NNG
26,중국,NNP
26,콘텍스트,NNG
26,서양,NNG
26,박물학,NNP
26,실업,NNG
26,진흥,NNG
26,민,NNG
26,지,NNG
26,향상,NNG
26,위하다,VV
26,실용,NNG
26,여기다,VV
26,변화,NNG
26,개혁,NNG
26,요구하다,VV
26,진화,NNG
26,사상,NNG
26,탑재,NNG
26,자강,NNG
26,구국,NNG
26,담론,NNG
26,이용,NNG
26,같다,VA
26,도구,NNG
26,민족,NNG
26,위기,NNG
26,극복,NNG
26,거시,NNG
26,담론,NNG
26,일반,NNG
26,서사,NNG
26,치부하다,VV
26,중층,NNG
26,의미,NNG
26,파악하다,VV
26,박물학,NNP
26,이용,NNG
26,목적,NNG
26,있다,VV
26,지역,NNG
26,시기,NNG
26,아젠다,NNG
26,실용,NNG
26,구체,NNG
26,내용,NNG
26,다양,NNG
26,있다,VA
26,유의하다,VV
26,박물학,NNP
26,이용,NNG
26,효과,NNG
26,있다,VV
26,공리주의,NNG
26,작용,NNG
26,인하다,VV
26,박물학,NNP
26,지식,NNG
26,생산,NNG
26,보급,NNG
26,과정,NNG
26,착오,NNG
26,발생하다,VV
26,주목,NNG
26,이용,NNG
26,방식,NNG
26,있다,VV
26,박물학,NNP
26,과,NNG
26,확,NNG
26,자율,NNG
26,의거하다,VV
26,자원,NNG
26,확보,NNG
26,위하다,VV
26,민족주의,NNG
26,이용,NNG
26,민족주의,NNG
26,과학,NNG
26,전문가,NNG
26,주의,NNG
26,과학자,NNG
26,개인,NNG
26,성향,NNG
26,상호,NNG
26,작용,NNG
26,속,NNG
26,영향,NNG
26,중요,NNG
26,대목,NNG
26,다음,NNG
26,근대,NNG
26,중국,NNP
26,지식인,NNG
26,중국,NNP
26,명물,NNG
26,학과,NNG
26,서양,NNG
26,박물학,NNP
26,관계,NNG
26,처리하다,VV
26,청,NNP
26,말기,NNG
26,전통,NNG
26,사대부,NNG
26,서양,NNG
26,박물학,NNP
26,대하다,VV
26,이해,NNG
26,부족,NNG
26,중국,NNP
26,명물,NNG
26,학,NNG
26,접목,NNG
26,중국,NNP
26,전통,NNG
26,문화,NNG
26,우월,NNG
26,드러내다,VV
26,반면,NNG
26,중화민국,NNP
26,시기,NNG
26,박,NNG
26,물자,NNG
26,신문화운동,NNP
26,문학가,NNG
26,중국,NNP
26,명물,NNG
26,학,NNG
26,전통,NNG
26,살리다,VV
26,레토릭,NNG
26,활용하다,VV
26,근대,NNG
26,박물학,NNP
26,보급,NNG
26,사회,NNG
26,윤리,NNG
26,구축,NNG
26,추진하다,VV
26,나아가다,VV
26,중국,NNP
26,박,NNP
26,물,NNG
26,학,NNG
26,체계,NNG
26,구축하다,VV
26,대부분,NNG
26,연구,NNG
26,전통,NNG
26,근대,NNG
26,국학,NNG
26,서학,NNG
26,이분법,NNG
26,구도,NNG
26,조화,NNG
26,서술,NNG
26,극복하다,VV
26,위하다,VV
26,근대,NNG
26,중국,NNP
26,박물학자,NNG
26,취사선택,NNG
26,해석,NNG
26,정립,NNG
26,과정,NNG
26,나타나다,VV
26,문화,NNG
26,민족주의,NNG
26,과학,NNG
26,모더니티,NNG
26,사이,NNG
26,대화,NNG
26,충돌,NNG
26,기제,NNG
26,양상,NNG
26,살펴보다,VV
26,마지막,NNG
26,박물학,NNP
26,연구,NNG
26,통하다,VV
26,근대,NNG
26,중국,NNP
26,과학,NNG
26,민족주의,NNG
26,방식,NNG
26,작용하다,VV
26,지역,NNG
26,강하다,VA
26,본토,NNG
26,물,NNG
26,종,NNG
26,대하다,VV
26,연구,NNG
26,확보,NNG
26,자연물,NNG
26,과학자,NNG
26,민중,NNG
26,국가,NNG
26,사이,NNG
26,물질,NNG
26,연계,NNG
26,형성,NNG
26,국가,NNG
26,경계,NNG
26,국가,NNG
26,주권,NNG
26,민족,NNG
26,자결,NNG
26,대하다,VV
26,의식,NNG
26,강화,NNG
26,민족,NNG
26,아이덴티티,NNG
26,대하다,VV
26,감수,NNG
26,높이다,VV
26,근대,NNG
26,중국,NNP
26,박물학자,NNG
26,본토,NNG
26,물,NNG
26,종,NNG
26,연구하다,VV
26,때,NNG
26,제국주의,NNG
26,대하다,VV
26,민족,NNG
26,드러내다,VV
26,동시,NNG
26,국제,NNG
26,협력,NNG
26,참여하다,VV
26,과정,NNG
26,과학,NNG
26,민족주의,NNG
26,과학,NNG
26,국제주의,NNG
26,조율하다,VV
26,모순,NNG
26,감정,NNG
26,겪다,VV
26,되다,VV
26,과정,NNG
26,민족,NNG
26,아이덴티티,NNG
26,모색하다,VV
26,되다,VV
26,박물학,NNP
26,연구,NNG
26,대상,NNG
26,자연물,NNG
26,물질,NNG
26,지역,NNG
26,보편,NNG
26,근대,NNG
26,중국,NNP
26,박물학,NNP
26,민족주의,NNG
26,성격,NNG
26,이해하다,VV
26,중요,NNG
26,지점,NNG
26,보이다,VV
34,고,NNG
34,글자,NNG
34,글자,NNG
34,포함하다,VV
34,한,NNG
34,상용,NNG
34,어휘,NNG
34,대하다,VV
34,비교,NNG
34,분석,NNG
34,바탕,NNG
34,교학,NNG
34,방안,NNG
34,모색하다,VV
34,연구,NNG
34,결과,NNG
34,크다,VA
34,다음,NNG
34,방면,NNG
34,요약하다,VV
34,있다,VA
34,자형,NNG
34,분석,NNG
34,한,NNP
34,간,NNG
34,어음,NNG
34,의미,NNG
34,비교,NNG
34,진행하다,VV
34,나아가다,VV
34,바탕,NNG
34,한자,NNG
34,대하다,VV
34,효과,NNG
34,교학,NNG
34,방안,NNG
34,제안하다,VV
34,구체,NNG
34,제자,NNG
34,원리,NNG
34,분석,NNG
34,활용하다,VV
34,한자,NNG
34,교학,NNG
34,방안,NNG
34,어음,NNG
34,중,NNG
34,비교,NNG
34,통하다,VV
34,어음,NNG
34,교학,NNG
34,방안,NNG
34,본의,NNG
34,파생,NNG
34,의미,NNG
34,비교,NNG
34,통하다,VV
34,의미,NNG
34,교학,NNG
34,방안,NNG
34,제시하다,VV
34,한,NNP
34,상용,NNG
34,어휘,NNG
34,형,NNG
34,음,NNG
34,의,NNG
34,비교,NNG
34,분석하다,VV
34,기초하다,VV
34,상용,NNG
34,어휘,NNG
34,교학,NNG
34,방안,NNG
34,모색하다,VV
34,구체,NNG
34,포함하다,VV
34,한어,NNP
34,어휘와,NNP
34,한국어,NNP
34,사전,NNG
34,마찬가지,NNG
34,포함하다,VV
34,한국,NNP
34,한자어,NNG
34,어휘,NNG
34,조사하다,VV
34,후,NNG
34,형,NNG
34,의,NNG
34,비교,NNG
34,분석하다,VV
34,결과,NNG
34,표,NNG
34,정리하다,VV
34,나아가다,VV
34,바탕,NNG
34,하다,VV
34,상용,NNG
34,어휘,NNG
34,교학,NNG
34,방안,NNG
34,제시하다,VV
110,열다,NNG
110,표준국어대사전,NNP
110,열다,NNG
110,열다,NNP
110,열다,NNG
110,열다,NNG
110,열다,NNP
110,열다,NNP
115,사전,NNG
115,대하다,VV
115,때,NNG
115,정체불명,NNG
115,어휘,NNG
115,적다,VA
115,의미,NNG
115,풀이,NNG
115,많다,VA
115,문제,NNG
115,있다,VV
115,알다,VV
115,되다,VV
115,본고,NNG
115,이러하다,VA
115,표제어,NNG
115,사전,NNG
115,수록,NNG
115,의미,NNG
115,풀이,NNG
115,정확,NNG
115,논의하다,VV
115,사전,NNG
115,표제어,NNG
115,가운데,NNG
115,중국,NNP
115,교육부,NNG
115,코퍼스,NNG
115,북경대학,NNP
115,코퍼스,NNG
115,출현,NNG
115,빈도,NNG
115,낮다,VA
115,거르다,VV
115,그러다,VV
115,다음,NNG
115,표제어,NNG
115,용례,NNG
115,중국,NNP
115,사이트,NNG
115,출현하다,VV
115,사전,NNG
115,의미,NNG
115,풀이,NNG
115,실제,NNG
115,용례,NNG
115,일치하다,VV
115,살펴보다,VV
115,결과,NNG
115,적다,VA
115,표제어,NNG
115,사전,NNG
115,표제어,NNG
115,적합,NNG
115,의미,NNG
115,풀이,NNG
115,수정,NNG
115,필요,NNG
115,알다,VV
115,되다,VV
116,인지언어학,NNP
116,언어,NNG
116,의미,NNG
116,세상,NNG
116,대하다,VV
116,인간,NNG
116,주관,NNG
116,해석,NNG
116,간주하다,VV
116,인간,NNG
116,몸,NNG
116,통하다,VV
116,세상,NNG
116,소통하다,VV
116,관점,NNG
116,중심,NNG
116,언어,NNG
116,반영,NNG
116,단어,NNG
116,의미,NNG
116,체계,NNG
116,분석하다,VV
116,언어,NNG
116,반영,NNG
116,인간,NNG
116,독특,NNG
116,사고,NNG
116,방식,NNG
116,도출하다,VV
116,있다,VA
116,연구,NNG
116,몽골어,NNP
116,공간,NNG
116,공간,NNG
116,의미,NNG
116,특성,NNG
116,연구하다,VV
116,중심,NNG
116,의미,NNG
116,인지,NNG
116,의미,NNG
116,공간,NNG
116,의미,NNG
116,탄도,NNG
116,체,NNG
116,지표,NNG
116,참조,NNG
116,틀,NNG
116,이동,NNG
116,경로,NNG
116,방향,NNG
116,개념,NNG
116,토대,NNG
116,하다,VV
116,도식,NNG
116,정의하다,VV
116,참조,NNG
116,틀,NNG
116,선택,NNG
116,따르다,VV
116,공간,NNG
116,사물,NNG
116,사이,NNG
116,높이,NNG
116,수준,NNG
116,사물,NNG
116,내부,NNG
116,특정,NNG
116,지점,NNG
116,나타내다,VV
116,도식,NNG
116,특성,NNG
116,인하다,VV
116,활동,NNG
116,방향,NNG
116,있다,VV
116,이동,NNG
116,장면,NNG
116,정,NNG
116,장면,NNG
116,표현하다,VV
154,구,NNG
154,어휘,NNG
154,문법,NNG
154,연구,NNG
154,기본,NNG
154,단위,NNG
154,일본어,NNP
154,구,NNG
154,명제,NNG
154,양태,NNG
154,구성,NNG
154,관점,NNG
154,일본어,NNP
154,학계,NNG
154,기본,NNG
154,이해,NNG
154,자리,NNG
154,일본어,NNP
154,모달리티,NNG
154,연구,NNG
154,일본어,NNP
154,구,NNG
154,본질,NNG
154,밝히다,VV
154,중요,NNG
154,역할,NNG
154,하다,VV
154,피하다,VV
154,없다,VA
154,주제,NNG
154,연구,NNG
154,국립국어연구원,NNP
154,구축하다,VV
154,일본어,NNP
154,연구,NNG
154,일본어,NNP
154,교육,NNG
154,문헌,NNG
154,데이터베이스,NNG
154,기록,NNG
154,문서,NNG
154,기반,NNG
154,발표,NNG
154,현대,NNP
154,일본어,NNP
154,모달리티,NNG
154,연구,NNG
154,논문,NNG
154,소프트웨어,NNG
154,사용하다,VV
154,정량,NNG
154,시각,NNG
154,분석,NNG
154,진행하다,VV
154,분석,NNG
154,결과,NNG
154,걸치다,VV
154,일본어,NNP
154,양태,NNG
154,연구,NNG
154,초기,NNG
154,단계,NNG
154,발전,NNG
154,단계,NNG
154,성숙,NNG
154,쇠퇴,NNG
154,단계,NNG
154,거치다,VV
154,나타나다,VV
154,연구,NNG
154,내용,NNG
154,단순,NNG
154,개념,NNG
154,체계,NNG
154,연구,NNG
154,양태,NNG
154,표현,NNG
154,유형,NNG
154,범주,NNG
154,연구,NNG
154,전환,NNG
154,연구,NNG
154,관점,NNG
154,단일,NNG
154,비교,NNG
154,구문,NNG
154,연구,NNG
154,인지,NNG
154,언어학,NNG
154,화용,NNG
154,코퍼스,NNG
154,언어학,NNG
154,다양,NNG
154,연구,NNG
154,확장,NNG
154,미래,NNG
154,현대,NNP
154,일본어,NNP
154,모달리티,NNG
154,연구,NNG
154,대,NNG
154,화용론,NNP
154,같다,VA
154,학제,NNG
154,분야,NNG
154,강점,NNG
154,활용하다,VV
154,일본어,NNP
154,양태,NNG
154,연구,NNG
154,방향,NNG
154,제공하다,VV
154,있다,VA
154,보이다,VV
158,연구,NNG
158,배경,NNG
158,치주,NNG
158,질환,NNG
158,상태,NNG
158,신장,NNG
158,질환,NNG
158,연관,NNG
158,대하다,VV
158,연구,NNG
158,근거,NNG
158,없다,VA
158,실정,NNG
158,연구,NNG
158,건강,NNG
158,보험,NNG
158,공단,NNG
158,자료,NNG
158,이용하다,VV
158,치주,NNG
158,질환,NNG
158,신장,NNG
158,질환,NNG
158,발생,NNG
158,증가,NNG
158,여부,NNG
158,향,NNG
158,코호트,NNG
158,연구,NNG
158,설계,NNG
158,분석하다,VV
158,연구,NNG
158,방법,NNG
158,국민건강보험공단,NNP
158,표본코호트,NNG
158,데이터,NNG
158,이용하다,VV
158,국내,NNG
158,성인,NNG
158,대상,NNG
158,자료,NNG
158,활용하다,VV
158,치주,NNG
158,질환,NNG
158,정의,NNG
158,치과,NNG
158,의사,NNG
158,의하다,VV
158,진단,NNG
158,치주,NNG
158,질환,NNG
158,여부,NNG
158,변수,NNG
158,치주,NNG
158,질환,NNG
158,인하다,VV
158,치과,NNG
158,방문하다,VV
158,횟수,NNG
158,방문,NNG
158,주,NNG
158,독립,NNG
158,변수,NNG
158,설정하다,VV
158,신장,NNG
158,질환,NNG
158,국제,NNG
158,질병,NNG
158,분류,NNG
158,개정판,NNG
158,코드,NNG
158,사용하다,VV
158,진단,NNG
158,급성,NNG
158,신장,NNG
158,질환,NNG
158,유전,NNG
158,신장,NNG
158,질환,NNG
158,제외하다,VV
158,신장,NNG
158,질환,NNG
158,포함하다,VV
158,연구,NNG
158,기초,NNG
158,조사,NNG
158,설정하다,VV
158,추적,NNG
158,조사,NNG
158,기간,NNG
158,설정하다,VV
158,연구,NNG
158,결과,NNG
158,추적,NNG
158,기간,NNG
158,동안,NNG
158,전체,NNG
158,발생하다,VV
158,나이,NNG
158,성별,NNG
158,수입,NNG
158,음주,NNG
158,흡연,NNG
158,신체,NNG
158,활동,NNG
158,당뇨병,NNG
158,혈압,NNG
158,비만,NNG
158,고지혈증,NNG
158,허혈,NNG
158,심장,NNG
158,질환,NNG
158,치주,NNG
158,치료,NNG
158,보정하다,VV
158,결과,NNG
158,치주,NNG
158,질환,NNG
158,신장,NNG
158,질환,NNG
158,발생,NNG
158,위험,NNG
158,배,NNG
158,증가,NNG
158,치주,NNG
158,질환,NNG
158,인하다,VV
158,치과,NNG
158,방문,NNG
158,빈도,NNG
158,많다,VA
158,신장,NNG
158,질환,NNG
158,발생,NNG
158,위험,NNG
158,증가하다,VV
158,용량,NNG
158,반응,NNG
158,경향,NNG
158,보이다,VV
158,방문,NNG
158,방문,NNG
158,방문,NNG
158,결론,NNG
158,후,NNG
158,향,NNG
158,코호트,NNG
158,연구,NNG
158,결과,NNG
158,치주,NNG
158,질환,NNG
158,신장,NNG
158,질환,NNG
158,위험,NNG
158,발생,NNG
158,결과,NNG
158,보이다,VV
199,연구,NNG
199,현재,NNG
199,북한,NNP
199,자주,NNG
199,노선,NNG
199,비교,NNG
199,분석하다,VV
199,자주,NNG
199,노선,NNG
199,북한,NNP
199,중소,NNG
199,분쟁,NNG
199,틈바구니,NNG
199,소련,NNP
199,중국,NNP
199,대하다,VV
199,종속,NNG
199,관계,NNG
199,청산하다,VV
199,독자,NNG
199,출발,NNG
199,모색하다,VV
199,과정,NNG
199,형성,NNG
199,중소,NNG
199,관계,NNG
199,갈등,NNG
199,틈바구니,NNG
199,펼치다,VV
199,북한,NNP
199,등거리,NNG
199,외교,NNG
199,자주,NNG
199,노선,NNG
199,애초,NNG
199,목적,NNG
199,달성하다,VV
199,있다,VA
199,사회주의,NNG
199,진영,NNG
199,일원,NNG
199,소련,NNP
199,중국,NNP
199,제공,NNG
199,혜택,NNG
199,끊다,VV
199,따르다,VV
199,경제,NNG
199,발전,NNG
199,군사,NNG
199,안보,NNG
199,문제,NNG
199,해결하다,VV
199,없다,VA
199,되다,VV
199,대외,NNG
199,위협,NNG
199,대응하다,VV
199,위하다,VV
199,전개,NNG
199,경제,NNG
199,국방,NNG
199,병진,NNG
199,노선,NNG
199,처참하다,VA
199,실패,NNG
199,끝나다,VV
199,반면,NNG
199,중국,NNP
199,러시아,NNP
199,때,NNG
199,밀착,NNG
199,냉전,NNG
199,구도,NNG
199,접어들다,VV
199,북한,NNP
199,중소,NNG
199,분쟁,NNG
199,시기,NNG
199,등거리,NNG
199,외교,NNG
199,실익,NNG
199,취하다,VV
199,북한,NNP
199,중국,NNP
199,러시아,NNP
199,가다,VV
199,삼각,NNG
199,동맹,NNG
199,강화,NNG
199,북한,NNP
199,자주,NNG
